1133796;5;;;100.8;;2019-03-09 23:06:41;4988001514985;DP29FE2;;1
1038498;0;;;1496.7;;2019-03-09 23:06:41;3046171903709;PACKR90DFICY;Sur commande;1
1032672;0;;;691.58;43750;2019-03-09 23:06:41;6418296730589;TVHUNTER+;Sur commande;1
112520;1;;;537.3;;2019-03-09 23:06:41;8034122348261;LUCE1420;;1
1090524;0;;;9945.0;;2019-03-09 23:06:41;4002515889268;HR1956G;Sur commande;1
1101836;0;;;921.6;;2019-03-09 23:06:41;0851299601010;EGM3;Sur commande;1
1125908;0;;;1136.7;;2019-03-09 23:06:41;5028683119739;FDXD18BL/C;Sur commande;1
1010534;1;;;1936.8;;2019-03-09 23:06:41;5028683105992;PDL110DFSLCEU;;1
1004798;0;;;8.42;;2019-03-09 23:06:41;3548384731082;473108;;1
1044795;1;;;481.5;1005365;2019-03-09 23:06:41;7332543557387;T8DER952E;;1
1004440;9;;;9.0;;2019-03-09 23:06:41;4002515310670;COFFRET10CAPSCOLLECTION;;1
1024720;0;;;441.9;;2019-03-09 23:06:41;8020283037625;PRF0097370;Sur commande;1
610;0;;;10.19;;2019-03-09 23:06:41;3760163000428;PSG400;;1
1104292;2;;;126.0;;2019-03-09 23:06:41;8690842028670;HIC63402T;;1
1044691;1;;;295.2;;2019-03-09 23:06:41;4020684669092;522904;;1
102751;3;;;2013.05;;2019-03-09 23:06:41;4250789602803;10230;;1
1002510;0;;;18.62;;2019-03-09 23:06:41;3030050078329;D410E;;1
1035124;0;;;221.4;45937;2019-03-09 23:06:41;3660767954625;BPI6420X;;1
209;0;;;9.0;;2019-03-09 23:06:41;3431043647605;364760;;1
1002852;0;;;18.07;;2019-03-09 23:06:41;3760054543607;MTR2000M;;1
1033807;6;;;387.9;97709;2019-03-09 23:06:41;4242004195733;T56UD50X0;;1
1024717;3;;;397.8;;2019-03-09 23:06:41;8020283033207;PRF0089651B;;1
1116868;14;;;45.0;1002150;2019-03-09 23:06:41;4250366852881;AS470TRIONOIR;;1
1053959;1;;;89.15;;2019-03-09 23:06:41;8017709227852;KLF03CREU;;1
1020409;0;;;5.41;;2019-03-09 23:06:41;8424450148853;5673;;1
1121812;55;;;4.57;57302;2019-03-09 23:06:41;7319599031443;E201S;;1
1043094;2;;;401.4;1039474;2019-03-09 23:06:41;3660767961890;SOP5764X;;1
1118607;0;;;109.8;5295;2019-03-09 23:06:41;7332543615285;FHC62462WA;;1
1736;1;;;1167.55;;2019-03-09 23:06:41;3596150108323;368101S;;1
1125690;3;;;29.12;;2019-03-09 23:06:41;5011832062321;M162771EE;;1
11591;0;;;42.32;;2019-03-09 23:06:41;5420037665433;M543;;1
1135931;0;;;887.4;;2019-03-09 23:06:41;8801643680350;UE65RU7475UXXC;;1
1119704;19;;;283.5;;2019-03-09 23:06:41;8806084082305;F84J60WH;;1
1091440;47;;;159.3;1027138;2019-03-09 23:06:41;4013833024637;32VLE5720BN;;1
46798;0;;;15.0;;2019-03-09 23:06:41;0000000000051;BALISEPEMBB;;1
1012834;1;;;398.7;;2019-03-09 23:06:41;4242002813783;BFL634GW1;;1
120332;3;;;236.7;;2019-03-09 23:06:41;4016803028475;KTS149;;1
1041983;1;;;166.05;;2019-03-09 23:06:41;5413184160067;5KFP1325EWH;;1
1041841;3;;;423.0;1033044;2019-03-09 23:06:41;4016803179207;IK2320;;1
98806;3;;;299.7;44953;2019-03-09 23:06:41;8016361868144;RMC6321RB;;1
5286;0;;;2.77;;2019-03-09 23:06:41;8435136436164;COR220;;1
1040714;0;;;3.62;;2019-03-09 23:06:41;3304810106974;A196I;;1
1004543;0;;;153.0;;2019-03-09 23:06:41;5709009000589;C9CENBL;Sur commande;1
1017063;0;;;469.8;;2019-03-09 23:06:41;5025232777662;NNCS894SEPG;Sur commande;1
1130524;3;;;27.2;;2019-03-09 23:06:41;4210201216513;BT3021;;1
1036726;13;;;37.8;1019737;2019-03-09 23:06:41;4250366848648;E560;;1
1046183;0;;;417.6;55981;2019-03-09 23:06:41;3660767962262;DPI7670W;;1
1047790;1;;;432.0;;2019-03-09 23:06:41;3838782043963;OM8334S;;1
1129615;0;;;441.9;;2019-03-09 23:06:41;8020283045521;PRF0141953;Sur commande;1
1107951;3;;;416.7;1041461;2019-03-09 23:06:41;4242005084258;SMS46II17E;;1
1036275;4;;;48.44;;2019-03-09 23:06:41;4242002957005;BHN14090;;1
95678;0;;;73.44;;2019-03-09 23:06:41;3528090080025;MPS96;;1
1125910;0;;;1136.7;;2019-03-09 23:06:41;5028683119715;FSXS18BL/C;Sur commande;1
1118633;0;;;219.6;90191;2019-03-09 23:06:41;7332543549665;KGG6436K;;1
1134737;0;;;1832.4;;2019-03-09 23:06:41;8003437945526;ADN040;Sur commande;1
6941;1;;;592.2;;2019-03-09 23:06:41;4002514418445;KM2032;;1
1033899;1;;;243.0;53293;2019-03-09 23:06:41;3660767954861;BXC6332X;;1
36808;0;;;48.66;;2019-03-09 23:06:41;3608500000857;12SDIN;;1
1012366;0;;;159.31;1004930;2019-03-09 23:06:41;3045386371549;CE704110;;1
1068235;0;;;372.6;1032996;2019-03-09 23:06:41;4242005059676;WUQ28418FF;;1
1026518;5;;;15.41;;2019-03-09 23:06:41;3224780037316;HPI45;;1
1036160;2;;;58.88;;2019-03-09 23:06:41;3576160015187;QWK450;;1
1131269;74;;;44.32;;2019-03-09 23:06:41;8710103823353;HD6554.94;;1
56392;6;;;5.06;;2019-03-09 23:06:41;8710103539254;HQ200.50;;1
1097015;0;;;17.62;;2019-03-09 23:06:41;8016978099757;MXFILTER700;Sur commande;1
874;0;;;62.63;;2019-03-09 23:06:41;5420037669448;M944;;1
1045600;0;;;179.1;;2019-03-09 23:06:41;3579430006007;13P1550662;;1
1044767;1;;;647.9;;2019-03-09 23:06:41;3596150192247;420012;;1
1039366;0;;;38.7;;2019-03-09 23:06:41;3185280353002;035300;;1
1122109;2;;;1330.0;;2019-03-09 23:06:41;4250789656714;11095S;;1
